num_heads,hidden_dim,num_layers,dropout,test_accuracy,test_precision,test_recall,test_f1score
2,4,2,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,8,6,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,4,2,0.2,0.6702127456665039,0.3076923191547394,0.1538461595773697,0.20512820780277252
2,16,2,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,4,2,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,16,2,0.2,0.7234042286872864,0.0,0.0,0.0
2,16,2,0.3,0.7234042286872864,0.0,0.0,0.0
2,4,4,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,16,4,0.1,0.7234042286872864,0.0,0.0,0.0
2,4,4,0.2,0.7234042286872864,0.0,0.0,0.0
2,16,4,0.2,0.7234042286872864,0.0,0.0,0.0
2,4,4,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,16,4,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,4,6,0.1,0.7234042286872864,0.0,0.0,0.0
2,16,6,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,4,6,0.2,0.7234042286872864,0.0,0.0,0.0
2,16,6,0.2,0.7234042286872864,0.0,0.0,0.0
2,16,6,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,4,6,0.3,0.7234042286872864,0.0,0.0,0.0
2,32,2,0.1,0.7234042286872864,0.0,0.0,0.0
2,8,2,0.1,0.7234042286872864,0.0,0.0,0.0
2,32,2,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,8,2,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,32,2,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,8,2,0.3,0.7021276354789734,0.25,0.03846153989434242,0.06666667014360428
2,32,4,0.1,0.7234042286872864,0.0,0.0,0.0
2,8,4,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,32,4,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,8,4,0.2,0.7234042286872864,0.0,0.0,0.0
2,32,4,0.3,0.7234042286872864,0.0,0.0,0.0
2,8,4,0.3,0.7234042286872864,0.0,0.0,0.0
2,32,6,0.1,0.7234042286872864,0.0,0.0,0.0
2,8,6,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,32,6,0.2,0.7234042286872864,0.0,0.0,0.0
2,32,6,0.3,0.7234042286872864,0.0,0.0,0.0
2,8,6,0.2,0.7234042286872864,0.0,0.0,0.0
4,4,2,0.1,0.7234042286872864,0.0,0.0,0.0
4,4,2,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,8,6,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,4,2,0.3,0.7234042286872864,0.0,0.0,0.0
2,16,2,0.1,0.7234042286872864,0.0,0.0,0.0
4,4,4,0.1,0.7234042286872864,0.0,0.0,0.0
2,16,2,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,4,4,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
2,16,2,0.3,0.7234042286872864,0.0,0.0,0.0
4,4,4,0.3,0.7234042286872864,0.0,0.0,0.0
2,16,4,0.1,0.7234042286872864,0.0,0.0,0.0
4,4,6,0.1,0.7234042286872864,0.0,0.0,0.0
2,16,4,0.2,0.7234042286872864,0.0,0.0,0.0
4,4,6,0.2,0.7234042286872864,0.0,0.0,0.0
2,16,4,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,4,6,0.3,0.7234042286872864,0.0,0.0,0.0
2,16,6,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,8,2,0.1,0.7234042286872864,0.0,0.0,0.0
4,8,2,0.2,0.7234042286872864,0.0,0.0,0.0
2,16,6,0.2,0.7234042286872864,0.0,0.0,0.0
4,8,2,0.3,0.7127659320831299,0.0,0.0,0.0
4,8,4,0.1,0.7234042286872864,0.0,0.0,0.0
2,16,6,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,8,4,0.2,0.7234042286872864,0.0,0.0,0.0
2,32,2,0.1,0.7234042286872864,0.0,0.0,0.0
2,32,2,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,8,4,0.3,0.7234042286872864,0.0,0.0,0.0
2,32,2,0.3,0.7234042286872864,0.0,0.0,0.0
4,8,6,0.1,0.7234042286872864,0.0,0.0,0.0
2,32,4,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,8,6,0.2,0.7234042286872864,0.0,0.0,0.0
2,32,4,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,8,6,0.3,0.7234042286872864,0.0,0.0,0.0
2,32,4,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,16,2,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,16,2,0.2,0.7234042286872864,0.0,0.0,0.0
2,32,6,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,16,2,0.3,0.7234042286872864,0.0,0.0,0.0
4,16,4,0.1,0.7234042286872864,0.0,0.0,0.0
2,32,6,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,16,4,0.2,0.7234042286872864,0.0,0.0,0.0
2,32,6,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,16,4,0.3,0.7234042286872864,0.0,0.0,0.0
4,4,2,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,16,6,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,4,2,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,4,2,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,16,6,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,4,4,0.1,0.7234042286872864,0.0,0.0,0.0
4,16,6,0.3,0.7234042286872864,0.0,0.0,0.0
4,4,4,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,32,2,0.1,0.7234042286872864,0.0,0.0,0.0
4,32,2,0.2,0.7234042286872864,0.0,0.0,0.0
4,4,4,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,32,2,0.3,0.7234042286872864,0.0,0.0,0.0
4,32,4,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,4,6,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,32,4,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,4,6,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,32,4,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,4,6,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,32,6,0.1,0.7234042286872864,0.0,0.0,0.0
4,8,2,0.1,0.7234042286872864,0.0,0.0,0.0
4,32,6,0.2,0.7234042286872864,0.0,0.0,0.0
4,8,2,0.2,0.7234042286872864,0.0,0.0,0.0
4,8,2,0.3,0.7234042286872864,0.0,0.0,0.0
4,32,6,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,8,4,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,8,4,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,8,4,0.3,0.7234042286872864,0.0,0.0,0.0
4,8,6,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,8,6,0.2,0.7234042286872864,0.0,0.0,0.0
4,8,6,0.3,0.7234042286872864,0.0,0.0,0.0
4,16,2,0.1,0.6170212626457214,0.27272728085517883,0.23076923191547394,0.25
4,16,2,0.2,0.542553186416626,0.24242424964904785,0.3076923191547394,0.2711864411830902
4,16,2,0.3,0.7234042286872864,0.0,0.0,0.0
4,16,4,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,16,4,0.2,0.7234042286872864,0.0,0.0,0.0
4,16,4,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,16,6,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,16,6,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,16,6,0.3,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,32,2,0.1,0.7234042286872864,0.0,0.0,0.0
4,32,2,0.2,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,32,2,0.3,0.7234042286872864,0.0,0.0,0.0
4,32,4,0.1,0.27659574151039124,0.27659574151039124,1.0,0.4333333373069763
4,32,4,0.2,0.7234042286872864,0.0,0.0,0.0
4,32,4,0.3,0.7234042286872864,0.0,0.0,0.0
4,32,6,0.1,0.7234042286872864,0.0,0.0,0.0
4,32,6,0.2,0.7234042286872864,0.0,0.0,0.0
4,32,6,0.3,0.7234042286872864,0.0,0.0,0.0
